date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:45:48	18561/18561	---M--	200	added ('OK')	image/jpeg	etag:%220ccfcac46028fed31dd22e7cad79e1b1%22	https://public-assets.envato-static.com/assets/header-footer/cross-sell__placeit-8022877c3f85406403899b8224866ef956ebf43b5036945a8faab77a01eb5f90.jpg	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/header-footer/cross-sell__placeit-8022877c3f85406403899b8224866ef956ebf43b5036945a8faab77a01eb5f90.jpg	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151)
09:45:48	29557/29557	---M--	200	added ('OK')	image/jpeg	etag:%224f02f5be916066ee278d6be0f2965ad5%22	https://public-assets.envato-static.com/assets/header-footer/cross-sell__studio-cea5f47ba6cb30d4be16906c50b3d233125827f51efd0057098e296142e01e37.jpg	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/header-footer/cross-sell__studio-cea5f47ba6cb30d4be16906c50b3d233125827f51efd0057098e296142e01e37.jpg	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151)
09:45:49	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2006:45:53%20GMT	https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/linkid.js	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/reviews/linkid.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/reviews/22035151)
09:45:49	837/837	---M--	200	added ('OK')	image/png	etag:%225c899c70-345%22	https://themeforest.net/images/smileys/happy.png	C:/Users/Section1/Desktop/tempp/themeforest.net/images/smileys/happy.png	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments)
09:45:49	2043/2043	---M--	200	added ('OK')	image/jpeg	etag:%2263aa43dd59f15694374fc9f2885e7b7e%22	https://public-assets.envato-static.com/assets/common/icons-buttons/default-user-2962fd43ee315eafee8bfc08f02fee84687beb0499de44e5ab2873399944b0fe.jpg	C:/Users/Section1/Desktop/tempp/public-assets.envato-static.com/assets/common/icons-buttons/default-user-2962fd43ee315eafee8bfc08f02fee84687beb0499de44e5ab2873399944b0fe.jpg	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments)
09:45:50	846/846	---M--	200	added ('OK')	image/png	etag:%225c89de16-34e%22	https://themeforest.net/images/smileys/grin.png	C:/Users/Section1/Desktop/tempp/themeforest.net/images/smileys/grin.png	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments)
09:45:50	841/841	---M--	200	added ('OK')	image/png	etag:%225c899c70-349%22	https://themeforest.net/images/smileys/wink.png	C:/Users/Section1/Desktop/tempp/themeforest.net/images/smileys/wink.png	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments)
09:45:50	21/21	---MCZ	404	error ('Not%20Found')	text/javascript	date:Thu,%2014%20Mar%202019%2006:45:55%20GMT	https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/linkid.js	C:/Users/Section1/Desktop/tempp/themeforest.net/item/directory-listing-html-website-template-listeed/22035151/linkid.js	(from https://themeforest.net/item/directory-listing-html-website-template-listeed/22035151/comments)
09:45:51	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-56d7c9c9fac9d%22	https://demo.web3canvas.com/themeforest/listed/fonts/themify.eot	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/themify.eot	(from https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css)
09:45:52	78748/78748	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%221339c-56d7c9c9fac9d%22	https://demo.web3canvas.com/themeforest/listed/fonts/themify.eot?	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/themifyd41d.eot	(from https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css)
09:45:52	56108/56108	---M--	200	added ('OK')	font/woff	etag:%22db2c-56d7c9cbad592%22	https://demo.web3canvas.com/themeforest/listed/fonts/themify.woff	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/themify.woff	(from https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css)
09:45:53	78584/78584	---MCZ	200	added ('OK')	font/ttf	etag:W/%22132f8-56d7c9cb12bac%22	https://demo.web3canvas.com/themeforest/listed/fonts/themify.ttf	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/themify.ttf	(from https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css)
09:45:53	234269/234269	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223931d-56d7c9caa9c06%22	https://demo.web3canvas.com/themeforest/listed/fonts/themify.svg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/themify.svg	(from https://demo.web3canvas.com/themeforest/listed/css/themify-icons.css)
09:45:55	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56d7c9c232a62%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont3e6e.eot	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:55	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%222876e-56d7c9c232a62%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.eot?	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfontd41d.eot	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:56	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-56d7c9c4683a4%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:56	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-56d7c9c3608ff%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont3e6e.woff	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:57	165548/165548	---MCZ	200	added ('OK')	font/ttf	etag:W/%22286ac-56d7c9c34d081%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:58	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226c7db-56d7c9c25dc78%22	https://demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/fontawesome-webfont3e6e.svg	(from https://demo.web3canvas.com/themeforest/listed/css/font-awesome.min.css)
09:45:58	500/500	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:46:02%20GMT	https://demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons.eot?-8is7zf	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons3869.eot	(from https://demo.web3canvas.com/themeforest/listed/css/set1.css)
09:45:58	500/500	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:46:03%20GMT	https://demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons.eot?	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericonsd41d.eot	(from https://demo.web3canvas.com/themeforest/listed/css/set1.css)
09:45:59	501/501	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:46:03%20GMT	https://demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons.woff?-8is7zf	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons3869.woff	(from https://demo.web3canvas.com/themeforest/listed/css/set1.css)
09:45:59	500/500	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:46:04%20GMT	https://demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons.ttf?-8is7zf	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons3869.ttf	(from https://demo.web3canvas.com/themeforest/listed/css/set1.css)
09:46:00	500/500	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2014%20Mar%202019%2006:46:04%20GMT	https://demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons.svg?-8is7zf	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/feathericons/feathericons3869.svg	(from https://demo.web3canvas.com/themeforest/listed/css/set1.css)
09:46:00	48585/48585	---M--	200	added ('OK')	image/jpeg	etag:%22bdc9-56d7c9e0fe92a%22	https://demo.web3canvas.com/themeforest/listed/images/home-bg1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/home-bg1.jpg	(from https://demo.web3canvas.com/themeforest/listed/css/style.css)
09:46:00	3314/3314	---M--	200	added ('OK')	image/png	etag:%22cf2-56d7d072f7eec%22	https://demo.web3canvas.com/themeforest/listed/images/howit-bg.png	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/howit-bg.png	(from https://demo.web3canvas.com/themeforest/listed/css/style.css)
09:46:01	10943/10943	---MCZ	200	added ('OK')	text/css	etag:W/%22329e-56d7c9bb5dd4a%22	https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:01	26315/26315	---M--	200	added ('OK')	image/jpeg	etag:%2266cb-56d7c9e331b5d%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-3.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:03	41274/41274	---M--	200	added ('OK')	image/jpeg	etag:%22a13a-56d7c9e449a6c%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-5.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-5.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:04	31945/31945	---M--	200	added ('OK')	image/jpeg	etag:%227cc9-56d7c9e3b1796%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-4.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-4.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:04	23257/23257	---M--	200	added ('OK')	image/jpeg	etag:%225ad9-56d7c9e21753f%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-1.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:05	36229/36229	---M--	200	added ('OK')	image/jpeg	etag:%228d85-56d7c9e4b2a12%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-6.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-6.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:05	1961/1961	---MCZ	200	added ('OK')	application/javascript	etag:W/%22b80-56d7c9f0907aa%22	https://demo.web3canvas.com/themeforest/listed/js/script.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/script.js	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:05	48461/48461	---M--	200	added ('OK')	image/jpeg	etag:%22bd4d-56d7c9e2aeb10%22	https://demo.web3canvas.com/themeforest/listed/images/listing-thumb-2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/listing-thumb-2.jpg	(from https://demo.web3canvas.com/themeforest/listed/listing.html)
09:46:05	19334/19334	---MCZ	200	added ('OK')	text/css	etag:W/%224b86-56d7c9bcba212%22	https://demo.web3canvas.com/themeforest/listed/css/swiper.min.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/swiper.min.css	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:05	5236/5236	---MCZ	200	added ('OK')	text/css	etag:W/%221b27-56d7c9ba5d7d3%22	https://demo.web3canvas.com/themeforest/listed/css/magnific-popup.css	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/css/magnific-popup.css	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:06	76775/76775	---M--	200	added ('OK')	image/jpeg	etag:%2212be7-56d7c9da9e201%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide2.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:06	66400/66400	---M--	200	added ('OK')	image/jpeg	etag:%2210360-56d7c9db70e52%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide3.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:06	72618/72618	---M--	200	added ('OK')	image/jpeg	etag:%2211baa-56d7c9da56833%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide1.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:07	1439/1439	---M--	200	added ('OK')	image/jpeg	etag:%2259f-56d7c9d23f6fb%22	https://demo.web3canvas.com/themeforest/listed/images/avatar.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/avatar.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:07	111751/111751	---M--	200	added ('OK')	image/jpeg	etag:%221b487-56d7c9dc8ce7b%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide5.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide5.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:07	2721/2721	---M--	200	added ('OK')	image/jpeg	etag:%22aa1-56d7c9d636391%22	https://demo.web3canvas.com/themeforest/listed/images/customer-img1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/customer-img1.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:07	4489/4489	---M--	200	added ('OK')	image/jpeg	etag:%221189-56d7c9e7958b3%22	https://demo.web3canvas.com/themeforest/listed/images/review-img1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/review-img1.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	4407/4407	---M--	200	added ('OK')	image/jpeg	etag:%221137-56d7c9e7b477b%22	https://demo.web3canvas.com/themeforest/listed/images/review-img2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/review-img2.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	101732/101732	---M--	200	added ('OK')	image/jpeg	etag:%2218d64-56d7c9dca621e%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide6.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide6.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	4548/4548	---M--	200	added ('OK')	image/jpeg	etag:%2211c4-56d7c9e8ae4c7%22	https://demo.web3canvas.com/themeforest/listed/images/review-img3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/review-img3.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	2506/2506	---M--	200	added ('OK')	image/jpeg	etag:%229ca-56d7c9d6fd998%22	https://demo.web3canvas.com/themeforest/listed/images/customer-img2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/customer-img2.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	22935/22935	---M--	200	added ('OK')	image/jpeg	etag:%225997-56d7c9e67e6aa%22	https://demo.web3canvas.com/themeforest/listed/images/map.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/map.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:08	4571/4571	---M--	200	added ('OK')	image/jpeg	etag:%2211db-56d7c9ddaa8af%22	https://demo.web3canvas.com/themeforest/listed/images/follow-img.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/follow-img.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:09	87122/87122	---M--	200	added ('OK')	image/jpeg	etag:%2215452-56d7c9dba1b8d%22	https://demo.web3canvas.com/themeforest/listed/images/feat_slide4.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/feat_slide4.jpg	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:09	28291/28291	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a302-56d7c9ef8f52e%22	https://demo.web3canvas.com/themeforest/listed/js/jquery.magnific-popup.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/jquery.magnific-popup.js	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:09	22350/22350	---M--	200	added ('OK')	image/png	etag:%22574e-56d7c9e6b6914%22	https://demo.web3canvas.com/themeforest/listed/images/paypal.png	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/paypal.png	(from https://demo.web3canvas.com/themeforest/listed/payment-method.html)
09:46:09	111710/111710	---MCZ	200	added ('OK')	application/javascript	etag:W/%221b45e-56d7c9f0e85e1%22	https://demo.web3canvas.com/themeforest/listed/js/swiper.min.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/swiper.min.js	(from https://demo.web3canvas.com/themeforest/listed/detail.html)
09:46:10	16204/16204	---M--	200	added ('OK')	image/png	etag:%223f4c-56d7c9d5e0c6a%22	https://demo.web3canvas.com/themeforest/listed/images/credit.png	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/credit.png	(from https://demo.web3canvas.com/themeforest/listed/payment-method.html)
09:46:10	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c87c62c-4d7%22	https://demo.web3canvas.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demo.web3canvas.com/themeforest/listed/thank-you.html)
09:46:10	27924/27924	---MCZ	200	added ('OK')	application/javascript	etag:W/%22a6c8-56d7c9f195b40%22	https://demo.web3canvas.com/themeforest/listed/js/validate.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/validate.js	(from https://demo.web3canvas.com/themeforest/listed/contact.html)
09:46:10	2150/2150	---MCZ	200	added ('OK')	application/javascript	etag:W/%2210d2-56d7c9ee85379%22	https://demo.web3canvas.com/themeforest/listed/js/contact.js	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/js/contact.js	(from https://demo.web3canvas.com/themeforest/listed/contact.html)
09:46:11	2514/2514	---M--	200	added ('OK')	image/jpeg	etag:%229d2-56d7c9d734efd%22	https://demo.web3canvas.com/themeforest/listed/images/customer-img3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/customer-img3.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:11	78048/78048	---M--	200	added ('OK')	image/jpeg	etag:%22130e0-56d7c9d28d8f3%22	https://demo.web3canvas.com/themeforest/listed/images/blog-detail-img.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/blog-detail-img.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:11	3691/3691	---M--	200	added ('OK')	image/jpeg	etag:%22e6b-56d7c9d33d562%22	https://demo.web3canvas.com/themeforest/listed/images/blog-thumb-1.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/blog-thumb-1.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:11	3488/3488	---M--	200	added ('OK')	image/jpeg	etag:%22da0-56d7c9d3ac02c%22	https://demo.web3canvas.com/themeforest/listed/images/blog-thumb-2.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/blog-thumb-2.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:12	3787/3787	---M--	200	added ('OK')	image/jpeg	etag:%22ecb-56d7c9d43a6c3%22	https://demo.web3canvas.com/themeforest/listed/images/blog-thumb-3.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/blog-thumb-3.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:12	2841/2841	---M--	200	added ('OK')	image/jpeg	etag:%22b19-56d7c9d4c8055%22	https://demo.web3canvas.com/themeforest/listed/images/blog-thumb-4.jpg	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/images/blog-thumb-4.jpg	(from https://demo.web3canvas.com/themeforest/listed/blog-detail.html)
09:46:13	54266/54266	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22d3fa-56d7c9c56a326%22	https://demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Icons.eot?v=2.4.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Iconsb26c.eot	(from https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css)
09:46:13	30064/30064	---M--	200	added ('OK')	font/woff2	etag:%227570-56d7c9c772342%22	https://demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Icons.woff2?v=2.4.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Iconsb26c.woff2	(from https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css)
09:46:14	54056/54056	---MCZ	200	added ('OK')	font/ttf	etag:W/%22d328-56d7c9c66dcb1%22	https://demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Icons.ttf?v=2.4.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Iconsb26c.ttf	(from https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css)
09:46:15	81332/81332	---M--	200	added ('OK')	font/woff	etag:%2213db4-56d7c9c6ae150%22	https://demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Icons.woff?v=2.4.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Iconsb26c.woff	(from https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css)
09:46:17	239045/239045	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%223a5c5-56d7c9c58c602%22	https://demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Icons.svg?v=2.4.0	C:/Users/Section1/Desktop/tempp/demo.web3canvas.com/themeforest/listed/fonts/Simple-Line-Iconsb26c.svg	(from https://demo.web3canvas.com/themeforest/listed/css/simple-line-icons.css)
